city,country,population,area,pollutant,year,emissions
Sendai,Japan,1517061.182,1419,NOx,1970,87.44213867
Takasaki [Maebashi],Japan,2237876.446,2717,NOx,1970,222.6348877
Hamamatsu,Japan,1099104.775,1219,NOx,1970,44.85424805
Tokyo,Japan,36471786.91,11971,NOx,1970,856.6479492
Shizuoka,Japan,1153826.266,1120,NOx,1970,62.77848053
Amman,Jordan,4123100.493,1598,NOx,1970,58.95184326
Almaty,Kazakhstan,2043997.183,956,NOx,1970,415.1796265
Nairobi,Kenya,4712493.997,859,NOx,1970,0
Mombasa,Kenya,1104262.8,289,NOx,1970,0
Kuwait City,Kuwait,3631546.888,1147,NOx,1970,124.4906921
Bishkek,Kyrgyzstan,1179392.014,389,NOx,1970,510.0359192
Beirut,Lebanon,2813753.445,868,NOx,1970,35.1399498
Monrovia,Liberia,1482214.912,451,NOx,1970,0
Tripoli,Libya,1525385.722,1222,NOx,1970,33.66347504
Antananarivo,Madagascar,2386441.865,448,NOx,1970,0
Lilongwe,Malawi,1022605.26,338,NOx,1970,0.380582362
Bukit Mertajam,Malaysia,1009439.486,685,NOx,1970,6.619716644
Kuala Lumpur,Malaysia,7481102.847,3314,NOx,1970,66.93209076
Singapore,Malaysia,1858307.146,1307,NOx,1970,100.5320816
Bamako,Mali,3290547.461,700,NOx,1970,1.355563045
Nouakchott,Mauritania,1140832.145,235,NOx,1970,0.140653104
Tijuana,Mexico,1835120.041,621,NOx,1970,9.283480644
Guadalajara,Mexico,5184364.547,1968,NOx,1970,699.2357178
Aguascalientes,Mexico,1058599.667,727,NOx,1970,238.3955231
León,Mexico,1640517.238,759,NOx,1970,154.9089966
Torreon,Mexico,1306482.011,1318,NOx,1970,273.4740906
Querétaro,Mexico,1237258.544,1190,NOx,1970,686.1853027
Ciudad Juárez,Mexico,1365142.878,994,NOx,1970,694.7740479
San Luis Potosí,Mexico,1204447.638,1193,NOx,1970,534.4354248
Toluca,Mexico,2451377.649,2016,NOx,1970,137.5224457
Cuernavaca,Mexico,1158093.309,970,NOx,1970,42.33298111
Mexico City,Mexico,21410705.86,4831,NOx,1970,293.5050964
Puebla,Mexico,3431638.48,2350,NOx,1970,897.1495361
Monterrey,Mexico,4521204.929,1849,NOx,1970,485.0975342
Mérida,Mexico,1088364.605,858,NOx,1970,2.699726582
Ulaanbaatar,Mongolia,1360931.832,383,NOx,1970,12.39120674
Agadir,Morocco,1122995.087,430,NOx,1970,22.33827972
Marrakesh,Morocco,1135407.406,405,NOx,1970,16.17211914
Casablanca,Morocco,4377455.14,915,NOx,1970,104.0960999
Rabat,Morocco,2082985.9,636,NOx,1970,33.21872711
Tangier,Morocco,1034031.23,306,NOx,1970,1.113225341
Fez,Morocco,1282846.772,419,NOx,1970,27.06775856
Maputo,Mozambique,2579017.687,690,NOx,1970,0
Mandalay,Myanmar,2078198.489,705,NOx,1970,76.08135986
Yangon,Myanmar,6143161.518,1321,NOx,1970,0.799284518
Kathmandu,Nepal,3679117.867,488,NOx,1970,33.46916962
Rotterdam [The Hague],Netherlands,3494348.384,2943,NOx,1970,35.05664063
Amsterdam,Netherlands,1929349.974,1294,NOx,1970,10.54741573
Auckland,NewZealand,1465958.283,2159,NOx,1970,5.882368088
Managua,Nicaragua,1274053.347,883,NOx,1970,1.413054824
Niamey,Niger,1142932.714,202,NOx,1970,8.949052811
Lagos,Nigeria,12337226.55,2284,NOx,1970,2.900931597
Ibadan,Nigeria,3327050.183,1185,NOx,1970,0
Ilorin,Nigeria,1181705.964,548,NOx,1970,0
Benin City,Nigeria,1639736.429,772,NOx,1970,0
Onitsha,Nigeria,4359636.934,1961,NOx,1970,14.63580132
Amaigbo,Nigeria,3099677.576,1636,NOx,1970,0.037471365
Port Harcourt,Nigeria,1381502.388,291,NOx,1970,0
Oboama Nguru,Nigeria,1306034.181,627,NOx,1970,0
Abuja,Nigeria,2578149.678,1027,NOx,1970,0
Kaduna,Nigeria,1745138.949,491,NOx,1970,0
Aba,Nigeria,1267678.979,258,NOx,1970,0
Enugu,Nigeria,1153081.772,716,NOx,1970,0
Kano,Nigeria,4821779.427,1397,NOx,1970,1.478348613
Jos,Nigeria,1022185.263,648,NOx,1970,0
Maiduguri,Nigeria,1112394.565,241,NOx,1970,0.399869949
Pyongyang,NorthKorea,2993742.733,754,NOx,1970,119.9650803
Oslo,Norway,1359903.324,4272,NOx,1970,68.95111847
Karachi,Pakistan,13417664.36,1348,NOx,1970,199.5128937
Peshawar,Pakistan,5789130.046,2013,NOx,1970,1046.524048
Swat City,Pakistan,1114628.635,217,NOx,1970,152.6841431
Mardan,Pakistan,1327263.484,511,NOx,1970,288.1247253
Hyderabad,Pakistan,2054115.89,314,NOx,1970,36.69311142
Abbottabad,Pakistan,1712393.769,401,NOx,1970,317.2881775
Rawalpindi [Islamabad],Pakistan,4137957.277,1152,NOx,1970,716.1190186
Multan,Pakistan,2925388.025,1120,NOx,1970,14.58843136
Faisalabad,Pakistan,4979823.291,1644,NOx,1970,371.6616821
Gujranwala,Pakistan,3182474.902,808,NOx,1970,447.9494324
Lahore,Pakistan,11786290.59,3154,NOx,1970,4002.611572
Sialkot,Pakistan,2804575.299,1129,NOx,1970,524.4463501
Gaza,Palestina,1689860.603,355,NOx,1970,43.63613129
Panama City,Panama,1461305.31,952,NOx,1970,1.936388135
Asuncion,Paraguay,2487874.191,1760,NOx,1970,1.452763319
Lima,Peru,9669592.866,2121,NOx,1970,0
Dagupan,Philippines,1219135.092,760,NOx,1970,13.23359299
Angeles [San Fernando],Philippines,1983596.92,1079,NOx,1970,6.383934498
Quezon City [Manila],Philippines,24958274.42,4873,NOx,1970,26.80291176
Cebu City,Philippines,3059069.973,1232,NOx,1970,12.07169914
Davao City,Philippines,1356277.385,477,NOx,1970,26.74641991
Katowice,Poland,2912555.188,5198,NOx,1970,499.3205261
Lodz,Poland,1064394.024,1996,NOx,1970,56.30218124
Krakow,Poland,1284334.397,2630,NOx,1970,333.8595276
Warsaw,Poland,2865997.289,4181,NOx,1970,149.8972626
Lisbon,Portugal,2559898.925,1575,NOx,1970,147.5787506
Porto,Portugal,1594480.226,1487,NOx,1970,93.3985672
Río Piedras [San Juan],PuertoRico,1374922.494,1163,NOx,1970,109.9274216
Doha,Qatar,1821304.866,1100,NOx,1970,2.677466869
Brazzaville,RepublicofCongo,1646275.681,176,NOx,1970,0.193915978
Bucharest,Romania,2230363.096,2091,NOx,1970,246.7193909
Saint Petersburg,Russia,5002494.445,2764,NOx,1970,204.9538269
Moscow,Russia,16375317.15,8459,NOx,1970,1125.426147
Voronezh,Russia,1099469.303,1305,NOx,1970,192.5820007
Nizhny Novgorod,Russia,1371549.124,965,NOx,1970,8.477050781
Rostov-on-Don,Russia,1314499.772,1177,NOx,1970,128.7923126
Kazan,Russia,1245155.498,1113,NOx,1970,47.66525269
Saratov,Russia,1062989.198,934,NOx,1970,117.8782883
Volgograd,Russia,1422694.919,2075,NOx,1970,211.7706909
Samara,Russia,1247326.002,931,NOx,1970,34.45611572
Ufa,Russia,1090326.561,959,NOx,1970,35.88448334
Yekaterinburg,Russia,1496445.096,1289,NOx,1970,1.048629045
Chelyabinsk,Russia,1282315.345,1011,NOx,1970,1544.041382
Omsk,Russia,1180501.793,1074,NOx,1970,20.69734383
Novosibirsk,Russia,1746824.363,1607,NOx,1970,3.739363194
Krasnoyarsk,Russia,1018788.988,1138,NOx,1970,6.277332306
Kigali,Rwanda,1294124.279,483,NOx,1970,0
Medina,SaudiArabia,1297733.028,534,NOx,1970,7.014420509
Jeddah,SaudiArabia,3992565.125,1517,NOx,1970,29.48001099
Mecca,SaudiArabia,1742128.927,835,NOx,1970,20.42355919
Riyadh,SaudiArabia,6299387.245,3239,NOx,1970,26.79126167
Hofuf,SaudiArabia,1236290.802,804,NOx,1970,27.60720634
Dammam,SaudiArabia,2319628.541,1198,NOx,1970,17.23003578
Dakar,Senegal,3409806.431,388,NOx,1970,0
Touba,Senegal,1016890.885,159,NOx,1970,0
Belgrade,Serbia,1416301.713,1206,NOx,1970,110.3683701
Freetown,SierraLeone,1222025.521,264,NOx,1970,0.046870437
Singapore,Singapore,5602397.891,637,NOx,1970,5.33822155
Mogadishu,Somalia,1518891.004,124,NOx,1970,0
Cape Town,SouthAfrica,3796315.917,1729,NOx,1970,3.403180838
Port Elizabeth,SouthAfrica,1177968.043,638,NOx,1970,2.240892172
Johannesburg,SouthAfrica,8182341.805,3795,NOx,1970,0
Klipgat,SouthAfrica,1290030.582,715,NOx,1970,1.057026625
Pretoria,SouthAfrica,1635386.308,1115,NOx,1970,0
Durban,SouthAfrica,3226799.394,1611,NOx,1970,20.75193024
Seoul,SouthKorea,24287447.21,7053,NOx,1970,535.1596069
Daejeon,SouthKorea,1746023.248,1001,NOx,1970,50.99350739
Gwangju,SouthKorea,1683322.227,1057,NOx,1970,57.9535675
Daegu,SouthKorea,2868256.726,2251,NOx,1970,160.2245026
Busan,SouthKorea,4218267.517,1478,NOx,1970,80.43942261
Ulsan,SouthKorea,1132432.101,836,NOx,1970,62.67379379
Seville,Spain,1256010.629,931,NOx,1970,31.26048088
Málaga,Spain,1053431.721,1263,NOx,1970,62.99524689
Madrid,Spain,6131918.998,4270,NOx,1970,497.3599548
Valencia,Spain,1888705.412,2093,NOx,1970,170.8074646
Barcelona,Spain,4609369.61,1967,NOx,1970,193.2802734
Colombo,SriLanka,5670079.61,2789,NOx,1970,0
Kandy,SriLanka,1182446.901,791,NOx,1970,0
Khartoum,Sudan,6229523.116,1363,NOx,1970,1.108882308
Stockholm,Sweden,2011040.467,2536,NOx,1970,27.07139969
Zurich,Switzerland,2051343.043,2588,NOx,1970,161.0913544
Damascus,Syria,3304903.125,1268,NOx,1970,90.31900787
Aleppo,Syria,2437709.284,1036,NOx,1970,90.77287292
Hsinchu,Taiwan,1116593.134,554,NOx,1970,11.0720377
Taichung,Taiwan,4020321.034,1786,NOx,1970,33.15065002
New Taipei [Taipei],Taiwan,9530828.725,2463,NOx,1970,48.16329956
Tainan,Taiwan,1339958.448,715,NOx,1970,62.62309265
Kaohsiung,Taiwan,2934154.379,1088,NOx,1970,109.6737137
Dushanbe,Tajikistan,1241583.183,350,NOx,1970,64.60758209
Dar es Salaam,Tanzania,5644865.667,1057,NOx,1970,0
Bangkok,Thailand,16290188.46,5161,NOx,1970,477.3709717
Lomé,Togo,2180682.662,520,NOx,1970,0
Tunis,Tunisia,2534692.787,1129,NOx,1970,71.6076889
Izmir,Turkey,3094411.99,1125,NOx,1970,24.36538696
Istanbul,Turkey,14791738.79,2540,NOx,1970,186.7732849
Bursa,Turkey,1868115.036,776,NOx,1970,122.8789902
Antalya,Turkey,1087976.749,664,NOx,1970,22.81205177
Sincan,Turkey,1471991.242,492,NOx,1970,71.99473572
Ankara,Turkey,3385325.267,1042,NOx,1970,120.8924332
Gaziantep,Turkey,1554725.046,384,NOx,1970,37.24897766
Kampala,Uganda,3964521.716,1077,NOx,1970,7.166437149
Kyiv,Ukraine,3438138.072,3385,NOx,1970,307.7841187
Odesa,Ukraine,1255759.626,1436,NOx,1970,144.8339539
Dnipro,Ukraine,1031763,915,NOx,1970,116.2714386
Kharkiv,Ukraine,1720556.033,1741,NOx,1970,173.340683
Donetsk,Ukraine,1464092.257,1231,NOx,1970,117.0948181
Abu Dhabi,UnitedArabEmirates,1017109.484,697,NOx,1970,4.671225071
Dubai,UnitedArabEmirates,5444031.301,2177,NOx,1970,15.52804279
Glasgow,UnitedKingdom,1743356.146,2350,NOx,1970,53.70191193
Cardiff,UnitedKingdom,1141468.691,1537,NOx,1970,10.13539886
Liverpool,UnitedKingdom,1676212.193,1038,NOx,1970,365.1596985
Bristol,UnitedKingdom,1213639.147,1951,NOx,1970,34.05550003
Manchester,UnitedKingdom,3270370.46,2182,NOx,1970,560.3684082
Birmingham,UnitedKingdom,2958884.78,1786,NOx,1970,76.92564392
Leeds,UnitedKingdom,2922157.559,3044,NOx,1970,1153.826538
Newcastle upon Tyne,UnitedKingdom,1687394.754,2249,NOx,1970,202.4047089
Sheffield,UnitedKingdom,1145121.889,1325,NOx,1970,133.3912964
Nottingham,UnitedKingdom,1562399.058,2248,NOx,1970,361.2979126
Portsmouth,UnitedKingdom,1338017.675,2051,NOx,1970,175.09021
London,UnitedKingdom,12598186.45,6605,NOx,1970,242.2741241
San Jose,UnitedStates,5118911.592,4038,NOx,1970,131.4681854
Los Angeles,UnitedStates,15655357.45,10407,NOx,1970,131.9853058
Tijuana,UnitedStates,3177732.233,3940,NOx,1970,50.99196625
Sacramento,UnitedStates,2051326.283,3863,NOx,1970,70.41448975
Las Vegas,UnitedStates,2250989.01,1623,NOx,1970,48.70895386
Phoenix,UnitedStates,4567289.148,9707,NOx,1970,277.8089294
Tucson,UnitedStates,1023084.606,3229,NOx,1970,18.5743885
Portland,UnitedStates,2273466.329,6026,NOx,1970,75.17021179
Seattle,UnitedStates,3866486.799,8328,NOx,1970,68.97805023
Salt Lake City,UnitedStates,1166374.456,1738,NOx,1970,1624.544067
San Antonio,UnitedStates,2222515.743,6233,NOx,1970,1154.20813
Denver,UnitedStates,2928613.322,6917,NOx,1970,181.0103912
Austin,UnitedStates,1894805.92,6117,NOx,1970,41.96612167
Houston,UnitedStates,6442256.184,15114,NOx,1970,171.5178528
Dallas,UnitedStates,7077557.752,19826,NOx,1970,188.0266113
Oklahoma City,UnitedStates,1177498.375,4831,NOx,1970,13.09730053
Kansas City,UnitedStates,1966035.115,7540,NOx,1970,5.333542824
Memphis,UnitedStates,1215391.277,4050,NOx,1970,6.717010975
St. Louis,UnitedStates,2469859.58,6517,NOx,1970,55.25618362
Tampa,UnitedStates,2678157.685,4168,NOx,1970,23.67765427
Nashville,UnitedStates,1096307.269,3489,NOx,1970,4.111553192
Minneapolis [Saint Paul],UnitedStates,3273026.746,9833,NOx,1970,388.7929688
Miami,UnitedStates,5808585.481,6494,NOx,1970,675.7839966
Atlanta,UnitedStates,5591339.318,12348,NOx,1970,237.7407074
Orlando,UnitedStates,2399058.55,5531,NOx,1970,75.5629425
Jacksonville,UnitedStates,1136539.935,3558,NOx,1970,106.5767517
Louisville,UnitedStates,1304467.183,6849,NOx,1970,126.3660889
Chicago,UnitedStates,8797568.994,13185,NOx,1970,150.4893951
Indianapolis,UnitedStates,1897002.798,7597,NOx,1970,36.25774765
Milwaukee,UnitedStates,1617648.12,4542,NOx,1970,1589.722046
Cincinnati,UnitedStates,1927622.209,5802,NOx,1970,18.48228264
Charlotte,UnitedStates,2020478.228,5134,NOx,1970,119.568367
Columbus,UnitedStates,1885222.159,8211,NOx,1970,2408.266602
Raleigh,UnitedStates,1611391.053,3950,NOx,1970,322.9975891
Detroit,UnitedStates,4065588.855,8184,NOx,1970,11.22314644
Cleveland,UnitedStates,1880819.79,4770,NOx,1970,9.996787071
Pittsburgh,UnitedStates,1980861.236,6150,NOx,1970,57.80292511
Richmond,UnitedStates,1082917.909,2792,NOx,1970,515.4281616
Virginia Beach,UnitedStates,1624468.98,3949,NOx,1970,853.0612793
Washington D.C.,UnitedStates,5638693.815,7446,NOx,1970,416.8025513
Baltimore,UnitedStates,2265090.935,4070,NOx,1970,71.10605621
Buffalo,UnitedStates,1085097.218,3623,NOx,1970,15.30186272
Philadelphia,UnitedStates,6113871.238,11525,NOx,1970,73.00695801
Allentown,UnitedStates,1036069.826,4365,NOx,1970,26.83035278
New York,UnitedStates,19523052.76,17489,NOx,1970,637.8730469
Bridgeport,UnitedStates,1091714.907,2197,NOx,1970,95.67792511
Hartford,UnitedStates,1050203.469,2440,NOx,1970,21.72254372
Providence,UnitedStates,1448456.553,3751,NOx,1970,189.7602539
Boston,UnitedStates,2703581.588,2800,NOx,1970,44.78913498
Montevideo,Uruguay,1738937.877,802,NOx,1970,4.92924118
Samarkand,Uzbekistan,1046699.666,634,NOx,1970,336.7253723
Tashkent,Uzbekistan,3704738.508,1259,NOx,1970,2316.187988
Maracaibo,Venezuela,2305881.758,851,NOx,1970,8.042514801
Barquisimeto,Venezuela,1186176.241,492,NOx,1970,184.7308655
Valencia,Venezuela,1968184.8,1177,NOx,1970,52.1685257
Maracay,Venezuela,1482535.36,647,NOx,1970,10.134758
Caracas,Venezuela,3589208.183,890,NOx,1970,1.326171041
Hanoi,Vietnam,8350600.197,3293,NOx,1970,1458.478271
Nam Định,Vietnam,1198796.513,723,NOx,1970,119.9775085
Haiphong,Vietnam,1377016.699,632,NOx,1970,84.52446747
Long Xuyen,Vietnam,1547431.501,995,NOx,1970,403.9458313
Ho Chi Minh City,Vietnam,12831945.08,3036,NOx,1970,70.17470551
Đà Nẵng,Vietnam,1138424.456,418,NOx,1970,9.155056
Sana'a,Yemen,2671299.114,500,NOx,1970,8.197949409
Ta'izz,Yemen,1123215.906,199,NOx,1970,1.455469012
Lusaka,Zambia,2620092.504,743,NOx,1970,0
Harare,Zimbabwe,2906612.257,1521,NOx,1970,28.45502472
Kabul,Afghanistan,4604344.157,707,NOx,2015,166.0795746
Oran,Algeria,1332318.687,465,NOx,2015,31.63656425
Algiers,Algeria,4921385.25,1802,NOx,2015,168.8382874
Luanda,Angola,7308152.208,1941,NOx,2015,0.013816112
Mendoza,Argentina,1139081.554,911,NOx,2015,0
San Miguel de Tucumán,Argentina,1074939.051,1159,NOx,2015,4.582392693
Cordoba,Argentina,1617671.656,1698,NOx,2015,951.9301758
Rosario,Argentina,1336722.5,1444,NOx,2015,253.3022614
Buenos Aires,Argentina,14984068.9,5376,NOx,2015,54.69091034
Yerevan,Armenia,1356806.651,665,NOx,2015,314.988678
Perth,Australia,1676528.559,2972,NOx,2015,3041.413818
Adelaide,Australia,1384068.224,4026,NOx,2015,83.51380157
Melbourne,Australia,4474593.5,8348,NOx,2015,24.15966225
Sydney,Australia,4404986.392,3881,NOx,2015,5.572235107
Brisbane,Australia,2150602.637,3144,NOx,2015,39.27222061
Vienna,Austria,2381082.929,3104,NOx,2015,501.0194397
Baku,Azerbaijan,2741763.271,1210,NOx,2015,147.68927
Manama,Bahrain,1369162.169,670,NOx,2015,10.97112656
Rajshahi,Bangladesh,1081657.576,448,NOx,2015,28.60746384
Bogura,Bangladesh,1955452.196,1033,NOx,2015,25.25797844
Sirajganj,Bangladesh,2631728.466,1310,NOx,2015,7.339033127
Tangail,Bangladesh,1485869.019,785,NOx,2015,4.260576248
Mymensingh,Bangladesh,1150722.514,484,NOx,2015,45.98501587
Khulna,Bangladesh,1408217.825,371,NOx,2015,35.4256897
Dhaka,Bangladesh,1721611.743,610,NOx,2015,21.57396698
Dhaka,Bangladesh,3075402.547,1377,NOx,2015,54.6590004
Dhaka,Bangladesh,20392157.11,3268,NOx,2015,290.8457031
Dhaka,Bangladesh,1548886.705,505,NOx,2015,67.09818268
Kishoreganj,Bangladesh,1035698.081,550,NOx,2015,35.14163971
Brahmanbaria,Bangladesh,2480649.068,1121,NOx,2015,190.844574
Comilla,Bangladesh,8812244.067,4493,NOx,2015,195.2173004
Lakshmipur,Bangladesh,1291110.728,632,NOx,2015,25.23976326
Sylhet,Bangladesh,1390248.898,503,NOx,2015,32.48705292
Chattogram,Bangladesh,5964578.131,1591,NOx,2015,71.40158844
Minsk,Belarus,2137264.685,1582,NOx,2015,1615.351196
Antwerp,Belgium,1817176.415,2393,NOx,2015,351.6289673
Brussels,Belgium,2269665.213,1851,NOx,2015,257.6251831
Liège,Belgium,1129391.829,2710,NOx,2015,168.0964203
Cotonou,Benin,1828526.291,521,NOx,2015,0
El Alto [La Paz],Bolivia,1772263.303,745,NOx,2015,1.066983461
Cochabamba,Bolivia,1227385.363,870,NOx,2015,5.355194092
Santa Cruz de la Sierra,Bolivia,1762054.234,817,NOx,2015,1.323209882
Manaus,Brazil,2080861.009,453,NOx,2015,376.7659912
Belém,Brazil,2174968.088,587,NOx,2015,1.831554413
Goiânia,Brazil,2248199.073,1842,NOx,2015,6.58748436
Ceilândia,Brazil,1973463.719,867,NOx,2015,32.2026825
Porto Alegre,Brazil,2907003.908,1373,NOx,2015,0.052843563
Curitiba,Brazil,3033042.205,1593,NOx,2015,141.8367004
Campinas,Brazil,2509882.224,1571,NOx,2015,31.37234116
São Paulo,Brazil,21684522.82,6077,NOx,2015,587.038147
São Luís,Brazil,1455771.21,555,NOx,2015,0
Santos,Brazil,1712548.224,722,NOx,2015,44.90534973
Teresina,Brazil,1036955.52,1028,NOx,2015,0.944374502
Belo Horizonte,Brazil,4966926.832,3099,NOx,2015,11.40111256
Rio de Janeiro,Brazil,10814391.23,3598,NOx,2015,238.0010071
Sao Goncalo,Brazil,1998757.606,1215,NOx,2015,3.911936045
Vila Velha,Brazil,1710333.441,911,NOx,2015,52.61065674
Fortaleza,Brazil,3611864.227,1557,NOx,2015,64.88800812
Salvador,Brazil,3252523.078,623,NOx,2015,0.220483229
Maceió,Brazil,1184064.69,682,NOx,2015,0.40673396
Natal,Brazil,1321459.966,694,NOx,2015,129.0214844
Recife,Brazil,3679510.146,1262,NOx,2015,10.52205372
João Pessoa,Brazil,1124050.371,446,NOx,2015,12.97689056
Sofia,Bulgaria,1423934.914,1352,NOx,2015,131.9339752
Ouagadougou,BurkinaFaso,2813684.249,908,NOx,2015,0
Phnom Penh,Cambodia,2140599.395,720,NOx,2015,82.14717102
Douala,Cameroon,3002078.173,360,NOx,2015,0
Yaounde,Cameroon,3547917.376,572,NOx,2015,0
Garoua,Cameroon,1100720.356,91,NOx,2015,2.837273598
Vancouver,Canada,2407755.768,1601,NOx,2015,222.3280334
Calgary,Canada,1382751.206,2051,NOx,2015,171.0924835
Edmonton,Canada,1232005.127,2816,NOx,2015,302.333252
Toronto,Canada,7278248.435,8223,NOx,2015,50.70597076
Ottawa,Canada,1277528.023,2325,NOx,2015,72.47650909
Montreal,Canada,4089586.487,5027,NOx,2015,634.2692261
Bangui,CentralAfricanRepublic,1048483.327,155,NOx,2015,0
N'Djamena,Chad,1370021.331,258,NOx,2015,0
Viña del Mar [Valparaíso],Chile,1008041.394,788,NOx,2015,4.784501076
Santiago,Chile,7087659.555,2923,NOx,2015,38.66066742
Ürümqi,China,3279549.977,1047,NOx,2015,2520.025879
Xining,China,1414920.697,569,NOx,2015,655.4470215
Lanzhou,China,2585524.218,871,NOx,2015,514.0110474
Yinchuan,China,1704007.098,1012,NOx,2015,182.860672
Baotou,China,2206063.069,638,NOx,2015,507.5310974
Hohhot,China,2130821.856,856,NOx,2015,635.8904419
Chengdu,China,11749963.15,4034,NOx,2015,240.6851349
Mianyang,China,1129793.163,649,NOx,2015,32.36347961
Baoji,China,1182083.704,693,NOx,2015,146.8945465
Datong,China,1733548.666,827,NOx,2015,163.4414825
Kunming,China,3554514.061,1384,NOx,2015,16176.23047
Xi'an,China,6576880.035,2083,NOx,2015,526.5690918
Taiyuan,China,3818782.528,1065,NOx,2015,326.7260132
Chongqing,China,6036834.034,2267,NOx,2015,168.9364014
Beijing,China,21279474.48,5536,NOx,2015,621.949585
Shijiazhuang,China,4232106.67,1780,NOx,2015,395.3310242
Baoding,China,1697773.419,905,NOx,2015,269.7234192
Zunyi,China,1079361.073,511,NOx,2015,42.21116638
Guiyang,China,3244349.999,1223,NOx,2015,148.1359406
Xingtai,China,1111698.43,674,NOx,2015,214.8989105
Luoyang,China,2359897.526,1115,NOx,2015,134.1738129
Jiaozuo,China,1414484.642,843,NOx,2015,175.6231689
Handan,China,1698252.072,856,NOx,2015,113.3708572
Tianjin,China,8317096.114,2413,NOx,2015,437.4980469
Anyang,China,1562152.211,951,NOx,2015,108.6650085
Xinxiang,China,2044707.246,1214,NOx,2015,143.7109222
Tangshan,China,2358087.33,1676,NOx,2015,490.5609131
Zhengzhou,China,5884051.262,2310,NOx,2015,389.2705078
Binhai,China,2004427.099,993,NOx,2015,218.6897736
Nanyang,China,1261384.991,878,NOx,2015,113.5059814
Pingdingshan,China,1018607.284,435,NOx,2015,23.58027649
Harbin,China,4590552.644,1548,NOx,2015,428.6175842
Fancheng,China,1401398.912,930,NOx,2015,85.98634338
Xuchang,China,1021674.003,657,NOx,2015,73.07190704
Yichang,China,1019239.068,639,NOx,2015,10.94391155
Qinhuangdao,China,1044685.585,443,NOx,2015,189.7763367
Jinzhou,China,1171199.295,575,NOx,2015,144.8078003
Luohe,China,1188290.358,852,NOx,2015,106.2249908
Jinan,China,4264024.412,1923,NOx,2015,228.5744324
